gameorder,game_id,lg_id,_iscopy,year_id,date_game,seasongame,is_playoffs,team_id,fran_id,pts,elo_i,elo_n,win_equiv,opp_id,opp_fran,opp_pts,opp_elo_i,opp_elo_n,game_location,game_result,forecast,notes
28278,198701200CHI,NBA,0,1987,1/20/1987,37,0,CHI,Bulls,103,1487.0841,1498.7992,40.530079,MIL,Bucks,90,1575.0339,1563.3188,H,W,0.51733464,
28279,198701200SAC,NBA,1,1987,1/20/1987,41,0,GSW,Warriors,114,1512.7947,1502.8828,40.958412,SAC,Kings,123,1407.8403,1417.7522,A,L,0.50712943,
28280,198701210ATL,NBA,1,1987,1/21/1987,39,0,LAL,Lakers,112,1704.6348,1710.191,60.880836,ATL,Hawks,109,1602.9598,1597.4036,A,W,0.50241041,
28281,198701210BOS,NBA,0,1987,1/21/1987,39,0,BOS,Celtics,130,1693.4893,1698.9061,59.96283,IND,Pacers,100,1496.6006,1491.1837,H,W,0.84671026,
28282,198701210CLE,NBA,0,1987,1/21/1987,40,0,CLE,Cavaliers,107,1388.3533,1383.6545,28.829536,MIL,Bucks,111,1563.3188,1568.0176,H,L,0.39375949,
28284,198701210DEN,NBA,1,1987,1/21/1987,42,0,GSW,Warriors,112,1502.8828,1490.3877,39.64822,DEN,Nuggets,129,1444.309,1456.8041,A,L,0.44066393,
28287,198701210SAS,NBA,0,1987,1/21/1987,40,0,SAS,Spurs,91,1384.5326,1371.3031,27.659452,HOU,Rockets,111,1539.4819,1552.7114,H,L,0.42157435,
28287,198701210SAS,NBA,1,1987,1/21/1987,39,0,HOU,Rockets,111,1539.4819,1552.7114,46.157742,SAS,Spurs,91,1384.5326,1371.3031,A,W,0.57842565,
28289,198701220IND,NBA,1,1987,1/22/1987,40,0,LAL,Lakers,118,1710.191,1716.5421,61.386368,IND,Pacers,108,1491.1837,1484.8326,A,W,0.6648674,
28290,198701230BOS,NBA,0,1987,1/23/1987,40,0,BOS,Celtics,126,1698.9061,1705.6399,60.513634,ATL,Hawks,106,1597.4036,1590.6698,H,W,0.7613222,
28291,198701230CHI,NBA,0,1987,1/23/1987,38,0,CHI,Bulls,117,1498.7992,1505.2971,41.211658,CLE,Cavaliers,96,1383.6545,1377.1566,H,W,0.77529794,
28291,198701230CHI,NBA,1,1987,1/23/1987,41,0,CLE,Cavaliers,96,1383.6545,1377.1566,28.211102,CHI,Bulls,117,1498.7992,1505.2971,A,L,0.22470206,
28292,198701230HOU,NBA,0,1987,1/23/1987,40,0,HOU,Rockets,109,1552.7114,1557.1563,46.615929,NYK,Knicks,95,1417.5802,1413.1354,H,W,0.79470521,
28296,198701230UTA,NBA,1,1987,1/23/1987,43,0,GSW,Warriors,100,1490.3877,1478.6068,38.415398,UTA,Jazz,123,1495.3478,1507.1287,A,L,0.35338366,
28299,198701240CLE,NBA,1,1987,1/24/1987,39,0,CHI,Bulls,84,1505.2971,1481.1207,38.67815,CLE,Cavaliers,114,1377.1566,1401.333,A,L,0.54040909,
28299,198701240CLE,NBA,0,1987,1/24/1987,42,0,CLE,Cavaliers,114,1377.1566,1401.333,30.542358,CHI,Bulls,84,1505.2971,1481.1207,H,W,0.45959088,
28300,198701240DAL,NBA,1,1987,1/24/1987,41,0,LAL,Lakers,117,1716.5421,1701.9674,60.214336,DAL,Mavericks,132,1594.4749,1609.0496,A,L,0.53171468,
28302,198701240HOU,NBA,0,1987,1/24/1987,41,0,HOU,Rockets,115,1557.1563,1566.8043,47.605434,WSB,Wizards,92,1508.86,1499.2119,H,W,0.70133477,
28305,198701240SAS,NBA,0,1987,1/24/1987,41,0,SAS,Spurs,108,1371.3031,1378.0084,28.291813,NYK,Knicks,101,1413.1354,1406.4301,H,W,0.58293664,
28306,198701250BOS,NBA,0,1987,1/25/1987,41,0,BOS,Celtics,111,1705.6399,1709.4675,60.822735,PHI,Sixers,96,1533.9186,1530.0909,H,W,0.82694858,
28312,198701270CHI,NBA,1,1987,1/27/1987,42,0,BOS,Celtics,105,1709.4675,1714.7909,61.24778,CHI,Bulls,97,1481.1207,1475.7974,A,W,0.67673856,
28312,198701270CHI,NBA,0,1987,1/27/1987,40,0,CHI,Bulls,97,1481.1207,1475.7974,38.122009,BOS,Celtics,105,1709.4675,1714.7909,H,L,0.32326144,
28314,198701270GSW,NBA,0,1987,1/27/1987,44,0,GSW,Warriors,115,1478.6068,1471.9678,37.722569,MIL,Bucks,119,1565.217,1571.8561,H,L,0.51925987,
28315,198701270HOU,NBA,0,1987,1/27/1987,42,0,HOU,Rockets,88,1566.8043,1555.983,46.495125,UTA,Jazz,92,1490.0105,1500.8318,H,L,0.73452574,
28316,198701270LAL,NBA,0,1987,1/27/1987,42,0,LAL,Lakers,107,1701.9674,1704.7792,60.443726,POR,Trailblazers,100,1560.4901,1557.6783,H,W,0.80060101,
28319,198701270SAS,NBA,0,1987,1/27/1987,42,0,SAS,Spurs,118,1378.0084,1393.5217,29.780283,DET,Pistons,107,1582.2549,1566.7416,H,W,0.35432291,
28320,198701280BOS,NBA,1,1987,1/28/1987,41,0,CHI,Bulls,103,1475.7974,1471.6219,37.686527,BOS,Celtics,132,1714.7909,1718.9663,A,L,0.12440038,
28320,198701280BOS,NBA,0,1987,1/28/1987,43,0,BOS,Celtics,132,1714.7909,1718.9663,61.577194,CHI,Bulls,103,1475.7974,1471.6219,H,W,0.87559962,
28322,198701280PHI,NBA,1,1987,1/28/1987,43,0,CLE,Cavaliers,107,1401.333,1399.6637,30.378826,PHI,Sixers,109,1536.528,1538.1973,A,L,0.205235,
28323,198701280PHO,NBA,1,1987,1/28/1987,45,0,GSW,Warriors,104,1471.9678,1455.1257,35.974304,PHO,Suns,131,1419.822,1436.6641,A,L,0.43156445,
28324,198701280SEA,NBA,1,1987,1/28/1987,43,0,LAL,Lakers,101,1704.7792,1680.2383,58.389988,SEA,Thunder,125,1522.8701,1547.411,A,L,0.61574024,
28325,198701290CLE,NBA,0,1987,1/29/1987,44,0,CLE,Cavaliers,102,1399.6637,1415.0341,31.8976,ATL,Hawks,91,1600.7417,1585.3713,H,W,0.35850662,
28328,198701290HOU,NBA,0,1987,1/29/1987,43,0,HOU,Rockets,93,1555.983,1545.7231,45.434753,MIL,Bucks,99,1571.8561,1582.116,H,L,0.61875653,
28329,198701290SAC,NBA,1,1987,1/29/1987,43,0,SAS,Spurs,113,1393.5217,1405.8444,30.986078,SAC,Kings,107,1442.3193,1429.9967,A,W,0.29806107,
28333,198701300GSW,NBA,0,1987,1/30/1987,46,0,GSW,Warriors,127,1455.1257,1463.949,36.888294,SEA,Thunder,119,1547.411,1538.5878,H,W,0.51110053,
28334,198701300IND,NBA,1,1987,1/30/1987,44,0,BOS,Celtics,100,1718.9663,1723.1328,61.902401,IND,Pacers,94,1472.5685,1468.402,A,W,0.69904065,
28335,198701300LAC,NBA,1,1987,1/30/1987,44,0,SAS,Spurs,124,1405.8444,1411.8468,31.58033,LAC,Clippers,120,1291.8446,1285.8422,A,W,0.52013636,
28336,198701300PHI,NBA,1,1987,1/30/1987,42,0,CHI,Bulls,112,1471.6219,1466.8618,37.190983,PHI,Sixers,121,1538.1973,1542.9574,A,L,0.27710158,
28337,198701300PHO,NBA,1,1987,1/30/1987,44,0,LAL,Lakers,114,1680.2383,1686.5924,58.932812,PHO,Suns,102,1436.6641,1430.3099,A,W,0.69561005,
28339,198701310CLE,NBA,0,1987,1/31/1987,45,0,CLE,Cavaliers,102,1415.0341,1419.0707,32.301064,IND,Pacers,100,1468.402,1464.3654,H,W,0.56670886,
28345,198702010ATL,NBA,1,1987,2/1/1987,44,0,HOU,Rockets,106,1545.7231,1553.2867,46.217125,ATL,Hawks,104,1587.7676,1580.204,A,W,0.30625772,
28346,198702010DET,NBA,1,1987,2/1/1987,43,0,CHI,Bulls,92,1466.8618,1464.9459,36.991844,DET,Pistons,94,1575.4541,1577.37,A,L,0.23134118,
28347,198702010GSW,NBA,0,1987,2/1/1987,47,0,GSW,Warriors,150,1463.949,1466.658,37.169785,NJN,Nets,147,1395.49,1392.781,H,W,0.72506523,
28350,198702010SAS,NBA,0,1987,2/1/1987,45,0,SAS,Spurs,120,1411.8468,1419.6816,32.362286,MIL,Bucks,116,1574.0616,1566.2268,H,W,0.41141051,
28352,198702020LAL,NBA,0,1987,2/2/1987,45,0,LAL,Lakers,99,1686.5924,1675.8052,58.006805,DAL,Mavericks,103,1611.0798,1621.8671,H,L,0.73308504,
28355,198702030ATL,NBA,1,1987,2/3/1987,45,0,BOS,Celtics,123,1723.1328,1716.6316,61.393433,ATL,Hawks,126,1580.204,1586.7052,A,L,0.56146705,
28356,198702030CHI,NBA,0,1987,2/3/1987,44,0,CHI,Bulls,98,1464.9459,1471.8143,37.706577,WSB,Wizards,91,1512.6425,1505.774,H,W,0.57470721,
28357,198702030HOU,NBA,0,1987,2/3/1987,45,0,HOU,Rockets,105,1553.2867,1544.7828,45.337246,DEN,Nuggets,107,1464.8879,1473.3918,H,L,0.74734664,
28361,198702030SAS,NBA,1,1987,2/3/1987,48,0,GSW,Warriors,103,1466.658,1459.2671,36.402729,SAS,Spurs,111,1419.6816,1427.0725,A,L,0.42427975,
28361,198702030SAS,NBA,0,1987,2/3/1987,46,0,SAS,Spurs,111,1419.6816,1427.0725,33.106022,GSW,Warriors,103,1466.658,1459.2671,H,W,0.57572025,
28363,198702040BOS,NBA,0,1987,2/4/1987,46,0,BOS,Celtics,104,1716.6316,1717.3066,61.446674,CLE,Cavaliers,102,1419.0707,1418.3956,H,W,0.90792388,
28363,198702040BOS,NBA,1,1987,2/4/1987,46,0,CLE,Cavaliers,102,1419.0707,1418.3956,32.233467,BOS,Celtics,104,1716.6316,1717.3066,A,L,0.092076123,
28365,198702040LAL,NBA,0,1987,2/4/1987,46,0,LAL,Lakers,128,1675.8052,1679.8553,58.357033,SAC,Kings,92,1403.8204,1399.7703,H,W,0.89485455,
28368,198702050HOU,NBA,0,1987,2/5/1987,46,0,HOU,Rockets,120,1544.7828,1549.4059,45.816135,GSW,Warriors,110,1459.2671,1454.644,H,W,0.74420011,
28368,198702050HOU,NBA,1,1987,2/5/1987,49,0,GSW,Warriors,110,1459.2671,1454.644,35.924545,HOU,Rockets,120,1544.7828,1549.4059,A,L,0.25579989,
28370,198702050MIL,NBA,1,1987,2/5/1987,45,0,CHI,Bulls,105,1471.8143,1465.8257,37.083263,MIL,Bucks,120,1557.6355,1563.6241,A,L,0.25546533,
28373,198702050POR,NBA,1,1987,2/5/1987,47,0,LAL,Lakers,104,1679.8553,1675.7065,57.998238,POR,Trailblazers,105,1572.7045,1576.8533,A,L,0.51028949,
28374,198702050SAS,NBA,0,1987,2/5/1987,47,0,SAS,Spurs,117,1427.0725,1435.0157,33.911385,SEA,Thunder,111,1534.4309,1526.4877,H,W,0.48941201,
28375,198702050WSB,NBA,1,1987,2/5/1987,47,0,CLE,Cavaliers,85,1418.3956,1414.0995,31.804449,WSB,Wizards,94,1505.774,1510.0702,A,L,0.25376403,
28376,198702100CHI,NBA,0,1987,2/10/1987,46,0,CHI,Bulls,104,1465.8257,1472.7964,37.808945,PHI,Sixers,99,1563.2428,1556.2721,H,W,0.50371701,
28377,198702100CLE,NBA,0,1987,2/10/1987,48,0,CLE,Cavaliers,100,1414.0995,1418.683,32.262234,NYK,Knicks,95,1408.8954,1404.3119,H,W,0.64693725,
28379,198702100DEN,NBA,1,1987,2/10/1987,47,0,BOS,Celtics,119,1717.3066,1723.9891,61.968807,DEN,Nuggets,105,1463.2754,1456.5929,A,W,0.70820355,
28380,198702100GSW,NBA,0,1987,2/10/1987,50,0,GSW,Warriors,125,1454.644,1449.2732,35.370777,IND,Pacers,126,1470.0264,1475.3972,H,L,0.61942267,
28381,198702100HOU,NBA,1,1987,2/10/1987,48,0,SAS,Spurs,92,1435.0157,1428.0612,33.205929,HOU,Rockets,115,1549.4059,1556.3605,A,L,0.22545958,
28381,198702100HOU,NBA,0,1987,2/10/1987,47,0,HOU,Rockets,115,1549.4059,1556.3605,46.534,SAS,Spurs,92,1435.0157,1428.0612,H,W,0.77454042,
28382,198702100SAC,NBA,1,1987,2/10/1987,48,0,LAL,Lakers,114,1675.7065,1682.2737,58.564697,SAC,Kings,98,1399.7703,1393.2031,A,W,0.73356199,
28389,198702110SAS,NBA,0,1987,2/11/1987,49,0,SAS,Spurs,108,1428.0612,1407.6029,31.159729,WSB,Wizards,133,1510.0702,1530.5284,H,L,0.52586794,
28390,198702120CLE,NBA,0,1987,2/12/1987,49,0,CLE,Cavaliers,109,1418.683,1413.6688,31.761557,DET,Pistons,113,1578.1354,1583.1495,H,L,0.41526654,
28392,198702120GSW,NBA,0,1987,2/12/1987,51,0,GSW,Warriors,112,1449.2732,1441.0444,34.526455,BOS,Celtics,134,1723.9891,1732.2179,H,L,0.26781324,
28392,198702120GSW,NBA,1,1987,2/12/1987,48,0,BOS,Celtics,134,1723.9891,1732.2179,62.599312,GSW,Warriors,112,1449.2732,1441.0444,A,W,0.73218679,
28394,198702120NJN,NBA,1,1987,2/12/1987,48,0,HOU,Rockets,121,1556.3605,1568.5065,47.779224,NJN,Nets,99,1365.4349,1353.2889,A,W,0.62794471,
28396,198702130CHI,NBA,0,1987,2/13/1987,47,0,CHI,Bulls,106,1472.7964,1479.9167,38.552288,SEA,Thunder,98,1510.7159,1503.5956,H,W,0.58840215,
28397,198702130LAL,NBA,0,1987,2/13/1987,49,0,LAL,Lakers,113,1682.2737,1684.0936,58.720253,IND,Pacers,108,1493.1824,1491.3624,H,W,0.84079343,
28399,198702130POR,NBA,1,1987,2/13/1987,49,0,BOS,Celtics,131,1732.2179,1742.7001,63.382439,POR,Trailblazers,116,1568.3885,1557.9064,A,W,0.59083813,
28400,198702130SAS,NBA,0,1987,2/13/1987,50,0,SAS,Spurs,96,1407.6029,1382.3247,28.702463,LAC,Clippers,110,1270.6484,1295.9266,H,L,0.79641223,
28404,198702140GSW,NBA,0,1987,2/14/1987,52,0,GSW,Warriors,103,1441.0444,1451.6118,35.61166,ATL,Hawks,96,1607.594,1597.0266,H,W,0.40538183,
28405,198702140MIL,NBA,1,1987,2/14/1987,49,0,HOU,Rockets,101,1568.5065,1559.9945,46.907768,MIL,Bucks,116,1580.3402,1588.8522,A,L,0.34439558,
28406,198702140NYK,NBA,1,1987,2/14/1987,48,0,CHI,Bulls,112,1479.9167,1486.4771,39.238605,NYK,Knicks,108,1389.9786,1383.4183,A,W,0.48552382,
28408,198702140UTA,NBA,1,1987,2/14/1987,51,0,SAS,Spurs,95,1382.3247,1377.7526,28.267557,UTA,Jazz,108,1502.7286,1507.3008,A,L,0.21947181,
28409,198702150LAL,NBA,0,1987,2/15/1987,50,0,LAL,Lakers,106,1684.0936,1688.8634,59.124966,BOS,Celtics,103,1742.7001,1737.9303,H,W,0.55928987,
28409,198702150LAL,NBA,1,1987,2/15/1987,50,0,BOS,Celtics,103,1742.7001,1737.9303,63.028881,LAL,Lakers,106,1684.0936,1688.8634,A,L,0.44071013,
28410,198702150NJN,NBA,1,1987,2/15/1987,50,0,CLE,Cavaliers,104,1413.6688,1401.5894,30.567503,NJN,Nets,120,1353.2889,1365.3684,A,L,0.44322795,
28412,198702160CHI,NBA,0,1987,2/16/1987,49,0,CHI,Bulls,120,1486.4771,1476.0629,38.149723,SAC,Kings,124,1425.0032,1435.4174,H,L,0.71697754,
28413,198702160CLE,NBA,0,1987,2/16/1987,51,0,CLE,Cavaliers,105,1401.5894,1412.6821,31.663368,SEA,Thunder,94,1503.5956,1492.5028,H,W,0.49711284,
28414,198702160HOU,NBA,0,1987,2/16/1987,50,0,HOU,Rockets,105,1559.9945,1566.3479,47.558792,DAL,Mavericks,100,1632.9578,1626.6044,H,W,0.53883064,
28415,198702160IND,NBA,1,1987,2/16/1987,53,0,GSW,Warriors,93,1451.6118,1442.3489,34.659943,IND,Pacers,112,1480.0913,1489.3542,A,L,0.32309437,
28420,198702160UTA,NBA,1,1987,2/16/1987,51,0,BOS,Celtics,89,1737.9303,1713.0677,61.110813,UTA,Jazz,109,1507.3008,1532.1633,A,L,0.67960644,
28422,198702170LAL,NBA,0,1987,2/17/1987,51,0,LAL,Lakers,99,1688.8634,1661.2026,56.719257,WSB,Wizards,114,1530.9357,1558.5964,H,L,0.8152892,
28423,198702170SAS,NBA,0,1987,2/17/1987,52,0,SAS,Spurs,131,1377.7526,1384.3215,28.893368,DEN,Nuggets,126,1459.3752,1452.8063,H,W,0.52642244,
28424,198702180CLE,NBA,0,1987,2/18/1987,52,0,CLE,Cavaliers,129,1412.6821,1420.3173,32.426022,SAC,Kings,119,1435.4174,1427.7822,H,W,0.60939544,
28425,198702180DAL,NBA,1,1987,2/18/1987,52,0,BOS,Celtics,113,1713.0677,1728.4523,62.312492,DAL,Mavericks,96,1626.6044,1611.2198,A,W,0.48052907,
28426,198702180DEN,NBA,1,1987,2/18/1987,52,0,LAL,Lakers,128,1661.2026,1666.1676,57.161331,DEN,Nuggets,122,1452.8063,1447.8413,A,W,0.65112311,
28428,198702180PHI,NBA,1,1987,2/18/1987,54,0,GSW,Warriors,103,1442.3489,1437.7861,34.193638,PHI,Sixers,114,1542.2831,1546.8458,A,L,0.24032223,
28431,198702190HOU,NBA,1,1987,2/19/1987,53,0,BOS,Celtics,99,1728.4523,1735.0493,62.813068,HOU,Rockets,92,1566.3479,1559.7509,A,W,0.58843547,
28431,198702190HOU,NBA,0,1987,2/19/1987,51,0,HOU,Rockets,92,1566.3479,1559.7509,46.88274,BOS,Celtics,99,1728.4523,1735.0493,H,L,0.41156453,
28432,198702190NJN,NBA,1,1987,2/19/1987,55,0,GSW,Warriors,110,1437.7861,1444.7329,34.904266,NJN,Nets,106,1364.0173,1357.0706,A,W,0.46232182,
28433,198702190NYK,NBA,1,1987,2/19/1987,53,0,CLE,Cavaliers,105,1420.3173,1409.4263,31.340174,NYK,Knicks,120,1374.8773,1385.7683,A,L,0.42212087,
28436,198702200CHI,NBA,0,1987,2/20/1987,50,0,CHI,Bulls,100,1476.0629,1468.8386,37.396648,LAL,Lakers,110,1666.1676,1673.3918,H,L,0.37315989,
28436,198702200CHI,NBA,1,1987,2/20/1987,53,0,LAL,Lakers,110,1666.1676,1673.3918,57.796677,CHI,Bulls,100,1476.0629,1468.8386,A,W,0.62684011,
28437,198702200DAL,NBA,1,1987,2/20/1987,53,0,SAS,Spurs,107,1384.3215,1381.5001,28.623798,DAL,Mavericks,122,1611.2198,1614.0413,A,L,0.1321848,
28441,198702210DAL,NBA,1,1987,2/21/1987,56,0,GSW,Warriors,111,1444.7329,1441.5612,34.579315,DAL,Mavericks,122,1614.0413,1617.213,A,L,0.17504823,
28443,198702210HOU,NBA,0,1987,2/21/1987,52,0,HOU,Rockets,94,1559.7509,1566.436,47.567802,UTA,Jazz,81,1516.0018,1509.3167,H,W,0.69582307,
28446,198702210SAS,NBA,0,1987,2/21/1987,54,0,SAS,Spurs,113,1381.5001,1378.6539,28.35305,BOS,Celtics,121,1735.0493,1737.8955,H,L,0.1885367,
28446,198702210SAS,NBA,1,1987,2/21/1987,54,0,BOS,Celtics,121,1735.0493,1737.8955,63.026287,SAS,Spurs,113,1381.5001,1378.6539,A,W,0.8114633,
28448,198702220CHI,NBA,1,1987,2/22/1987,54,0,CLE,Cavaliers,98,1409.4263,1406.2242,31.02356,CHI,Bulls,102,1468.8386,1472.0406,A,L,0.28543669,
28448,198702220CHI,NBA,0,1987,2/22/1987,51,0,CHI,Bulls,102,1468.8386,1472.0406,37.730164,CLE,Cavaliers,98,1409.4263,1406.2242,H,W,0.71456331,
28451,198702220PHI,NBA,1,1987,2/22/1987,54,0,LAL,Lakers,112,1673.3918,1677.9097,58.189163,PHI,Sixers,110,1555.4574,1550.9396,A,W,0.52578688,
28454,198702230BOS,NBA,0,1987,2/23/1987,55,0,BOS,Celtics,116,1737.8955,1738.9716,63.106464,NJN,Nets,103,1361.8428,1360.7667,H,W,0.93936771,"at Hartford, CT"
28455,198702230CLE,NBA,0,1987,2/23/1987,55,0,CLE,Cavaliers,109,1406.2242,1413.6821,31.762882,WSB,Wizards,105,1553.3392,1545.8813,H,W,0.43260866,
28456,198702230GSW,NBA,0,1987,2/23/1987,57,0,GSW,Warriors,95,1441.5612,1426.9542,33.094074,DAL,Mavericks,121,1617.213,1631.8199,H,L,0.39281684,
28457,198702230HOU,NBA,0,1987,2/23/1987,53,0,HOU,Rockets,124,1566.436,1571.3156,48.065483,DEN,Nuggets,108,1432.1322,1427.2527,H,W,0.79392701,
28459,198702240CHI,NBA,0,1987,2/24/1987,52,0,CHI,Bulls,113,1472.0406,1483.0375,38.87862,ATL,Hawks,103,1588.0665,1577.0697,H,W,0.47695324,
28460,198702240DEN,NBA,1,1987,2/24/1987,54,0,HOU,Rockets,105,1571.3156,1546.4132,45.506275,DEN,Nuggets,134,1427.2527,1452.155,A,L,0.56307375,
28464,198702240PHO,NBA,1,1987,2/24/1987,55,0,LAL,Lakers,97,1677.9097,1680.8721,58.444473,PHO,Suns,93,1402.5288,1399.5664,A,W,0.73293662,
28465,198702240SAS,NBA,0,1987,2/24/1987,55,0,SAS,Spurs,106,1378.6539,1369.0931,27.452562,SAC,Kings,112,1417.0526,1426.6134,H,L,0.58773398,
28467,198702250BOS,NBA,0,1987,2/25/1987,56,0,BOS,Celtics,122,1738.9716,1741.4727,63.291904,POR,Trailblazers,116,1591.2976,1588.7965,H,W,0.80623448,
28469,198702250DET,NBA,1,1987,2/25/1987,56,0,CLE,Cavaliers,105,1413.6821,1412.6458,31.65975,DET,Pistons,106,1604.3192,1605.3556,A,L,0.15801907,
28470,198702250LAL,NBA,0,1987,2/25/1987,56,0,LAL,Lakers,99,1680.8721,1682.2664,58.564068,PHO,Suns,91,1399.5664,1398.1721,H,W,0.89979708,
28471,198702260CHI,NBA,0,1987,2/26/1987,53,0,CHI,Bulls,128,1483.0375,1487.8834,39.385876,NJN,Nets,113,1355.6885,1350.8425,H,W,0.78729987,
28472,198702260GSW,NBA,0,1987,2/26/1987,58,0,GSW,Warriors,129,1426.9542,1433.1525,33.721935,LAC,Clippers,108,1302.6774,1296.4791,H,W,0.78432339,
28473,198702260SAS,NBA,0,1987,2/26/1987,56,0,SAS,Spurs,96,1369.0931,1375.3499,28.040266,PHI,Sixers,94,1545.3152,1539.0585,H,W,0.39203423,
28475,198702260UTA,NBA,1,1987,2/26/1987,55,0,HOU,Rockets,85,1546.4132,1551.6528,46.04842,UTA,Jazz,84,1522.9888,1517.7491,A,W,0.39154935,
28477,198702270ATL,NBA,1,1987,2/27/1987,57,0,BOS,Celtics,105,1741.4727,1728.5262,62.318153,ATL,Hawks,115,1577.0697,1590.0161,A,L,0.59163612,
28480,198702270LAL,NBA,1,1987,2/27/1987,59,0,GSW,Warriors,109,1433.1525,1431.0023,33.503716,LAL,Lakers,121,1682.2664,1684.4165,A,L,0.11819232,
28480,198702270LAL,NBA,0,1987,2/27/1987,57,0,LAL,Lakers,121,1682.2664,1684.4165,58.747784,GSW,Warriors,109,1433.1525,1431.0023,H,W,0.88180768,
28483,198702280CHI,NBA,0,1987,2/28/1987,54,0,CHI,Bulls,107,1487.8834,1493.7795,40.003716,MIL,Bucks,104,1602.5736,1596.6775,H,W,0.4788717,
28484,198702280DEN,NBA,1,1987,2/28/1987,57,0,CLE,Cavaliers,119,1412.6458,1420.0674,32.400963,DEN,Nuggets,117,1447.6393,1440.2177,A,W,0.31494844,
28487,198702280SAS,NBA,0,1987,2/28/1987,57,0,SAS,Spurs,123,1375.3499,1407.0966,31.10969,DAL,Mavericks,98,1639.0221,1607.2754,H,W,0.28046158,
28488,198702280UTA,NBA,1,1987,2/28/1987,58,0,LAL,Lakers,100,1684.4165,1673.8452,57.836235,UTA,Jazz,107,1517.7491,1528.3204,A,L,0.59478164,
28490,198703010BOS,NBA,0,1987,3/1/1987,58,0,BOS,Celtics,112,1728.5262,1732.019,62.58424,DET,Pistons,102,1588.3721,1584.8793,H,W,0.79938233,
28491,198703010HOU,NBA,0,1987,3/1/1987,56,0,HOU,Rockets,97,1551.6528,1541.3452,44.98037,PHI,Sixers,102,1533.8467,1544.1543,H,L,0.66332495,
28493,198703010NJN,NBA,1,1987,3/1/1987,55,0,CHI,Bulls,95,1493.7795,1482.2102,38.792084,NJN,Nets,105,1363.2589,1374.8282,A,L,0.54381007,
28497,198703020SAS,NBA,0,1987,3/2/1987,58,0,SAS,Spurs,100,1407.0966,1400.9199,30.501858,HOU,Rockets,105,1541.3452,1547.5219,H,L,0.45087126,
28497,198703020SAS,NBA,1,1987,3/2/1987,57,0,HOU,Rockets,105,1541.3452,1547.5219,45.621128,SAS,Spurs,100,1407.0966,1400.9199,A,W,0.54912877,
28498,198703020SEA,NBA,1,1987,3/2/1987,58,0,CLE,Cavaliers,107,1420.0674,1413.4574,31.740507,SEA,Thunder,123,1494.6824,1501.2924,A,L,0.26792717,
28499,198703030CHI,NBA,0,1987,3/3/1987,56,0,CHI,Bulls,114,1482.2102,1488.7958,39.481438,LAC,Clippers,80,1304.2605,1297.6749,H,W,0.83201939,
28500,198703030GSW,NBA,0,1987,3/3/1987,60,0,GSW,Warriors,109,1431.0023,1427.1462,33.113468,LAL,Lakers,114,1673.8452,1677.7013,H,L,0.30528206,
28500,198703030GSW,NBA,1,1987,3/3/1987,59,0,LAL,Lakers,114,1673.8452,1677.7013,58.171146,GSW,Warriors,109,1431.0023,1427.1462,A,W,0.69471794,
28503,198703030POR,NBA,1,1987,3/3/1987,59,0,CLE,Cavaliers,122,1413.4574,1411.547,31.550549,POR,Trailblazers,127,1593.6782,1595.5886,A,L,0.16616136,
28504,198703040BOS,NBA,0,1987,3/4/1987,59,0,BOS,Celtics,123,1732.019,1735.3549,62.836037,UTA,Jazz,105,1512.9833,1509.6475,H,W,0.86253631,
28506,198703040DET,NBA,1,1987,3/4/1987,57,0,CHI,Bulls,125,1488.7958,1501.4094,40.80386,DET,Pistons,120,1584.8793,1572.2656,A,W,0.24439234,
28507,198703040LAL,NBA,0,1987,3/4/1987,60,0,LAL,Lakers,138,1677.7013,1681.266,58.478298,SEA,Thunder,124,1501.2924,1497.7277,H,W,0.8307761,
28510,198703040SAC,NBA,1,1987,3/4/1987,58,0,HOU,Rockets,108,1547.5219,1554.6304,46.355721,SAC,Kings,102,1425.1591,1418.0505,A,W,0.53213829,
28512,198703050DEN,NBA,1,1987,3/5/1987,59,0,SAS,Spurs,104,1400.9199,1392.338,29.66551,DEN,Nuggets,121,1429.424,1438.0059,A,L,0.32306349,
28513,198703050GSW,NBA,1,1987,3/5/1987,59,0,HOU,Rockets,96,1554.6304,1543.8921,45.244835,GSW,Warriors,105,1427.1462,1437.8845,A,L,0.53947055,
28513,198703050GSW,NBA,0,1987,3/5/1987,61,0,GSW,Warriors,105,1427.1462,1437.8845,34.203674,HOU,Rockets,96,1554.6304,1543.8921,H,W,0.46052945,
28514,198703050PHO,NBA,1,1987,3/5/1987,60,0,CLE,Cavaliers,102,1411.547,1397.6456,30.181612,PHO,Suns,126,1385.3928,1399.2942,A,L,0.3952992,
28516,198703060BOS,NBA,0,1987,3/6/1987,60,0,BOS,Celtics,132,1735.3549,1736.3723,62.912384,LAC,Clippers,111,1296.2372,1295.2197,H,W,0.95703322,
28517,198703060CHI,NBA,0,1987,3/6/1987,58,0,CHI,Bulls,109,1501.4094,1493.901,40.016449,NYK,Knicks,110,1389.8831,1397.3915,H,L,0.77164859,
28522,198703060SAS,NBA,0,1987,3/6/1987,60,0,SAS,Spurs,130,1392.338,1400.5426,30.464882,SAC,Kings,119,1418.0505,1409.8459,H,W,0.60530835,
28525,198703070LAL,NBA,1,1987,3/7/1987,61,0,CLE,Cavaliers,118,1397.6456,1396.6874,30.088154,LAL,Lakers,122,1681.266,1682.2242,A,L,0.099007964,
